author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price,district,street,house_number,underground,residential_complex,house_material_type,year_construction
Михаил Гайсинский,realtor,https://krasnogorsk.cian.ru/sale/flat/308499714/,Красногорск,sale,flat,3,6,2,66.6,12900000.0,,аллея Золотая,4,Опалиха,8 кленов,,
PRO ОБМЕН,real_estate_agent,https://krasnogorsk.cian.ru/sale/flat/303050168/,Красногорск,sale,flat,12,28,1,48.0,13000000.0,,бульвар Красногорский,25,Волоколамская,Спасский Мост,,
Самолет Плюс Москва ЦАО,real_estate_agent,https://krasnogorsk.cian.ru/sale/flat/308759880/,Красногорск,sale,flat,19,22,2,57.4,13000000.0,,бульвар Южный,6,Павшино,,,
Тамара Певная,realtor,https://krasnogorsk.cian.ru/sale/flat/306666219/,Красногорск,sale,flat,7,14,2,59.0,13000000.0,, Братьев Горожанкиных,15,Опалиха,,,
Евгений Кабко,realtor,https://krasnogorsk.cian.ru/sale/flat/306733834/,Красногорск,sale,flat,19,23,2,76.6,13000000.0,,бульвар Подмосковный,11,Пенягино,,,
Самолет Плюс,real_estate_agent,https://krasnogorsk.cian.ru/sale/flat/306698013/,Красногорск,sale,flat,17,24,1,41.0,13000000.0,,,к1,Строгино,Квартал Строгино ЖК,,
Простор-недвижимость,real_estate_agent,https://krasnogorsk.cian.ru/sale/flat/295397249/,Красногорск,sale,flat,21,30,2,46.8,13000000.0,,бульвар Подмосковный,13,Мякинино,,,
Самолет Плюс МСК-Север,real_estate_agent,https://krasnogorsk.cian.ru/sale/flat/302408518/,Красногорск,sale,flat,2,16,2,60.2,13000000.0,, Спасская,4,Липовая Роща,,,
Just Estate,real_estate_agent,https://krasnogorsk.cian.ru/sale/flat/303931844/,Красногорск,sale,flat,14,24,2,59.6,13000000.0,, Игоря Мерлушкина,8,Опалиха,Изумрудные холмы,,
Eggert Estate,real_estate_agent,https://krasnogorsk.cian.ru/sale/flat/308486793/,Красногорск,sale,flat,5,23,2,52.0,13150000.0,,бульвар Красногорский,17,Мякинино,Павшинская пойма мкр. 2,,
Валерия Сухинина,realtor,https://krasnogorsk.cian.ru/sale/flat/301632312/,Красногорск,sale,flat,9,45,2,40.0,13200000.0,, Авангардная,6,Пенягино,ART,,
Just Estate,real_estate_agent,https://krasnogorsk.cian.ru/sale/flat/303017482/,Красногорск,sale,flat,7,25,2,63.7,13300000.0,,Ильинское шоссе,14,Павшино,Ильинский парк,,
Роман Протасов,realtor,https://krasnogorsk.cian.ru/sale/flat/303935579/,Красногорск,sale,flat,14,17,2,60.6,13300000.0,,бульвар Павшинский,4,Пенягино,,,
МИЭЛЬ Офис Пречистенка,real_estate_agent,https://krasnogorsk.cian.ru/sale/flat/303049926/,Красногорск,sale,flat,20,28,2,56.62,13500000.0,,,к18,Липовая Роща,Спутник ЖК,,
ЕГСН Продажа,real_estate_agent,https://krasnogorsk.cian.ru/sale/flat/308165844/,Красногорск,sale,flat,19,32,2,56.3,13400000.0,, Липовой Рощи,4к3,Липовая Роща,Sky Sputnik,,
Ольга Булкина,realtor,https://krasnogorsk.cian.ru/sale/flat/308895466/,Красногорск,sale,flat,16,28,2,56.2,13500000.0,,,к17,Мякинино,Спутник ЖК,,
Елена Киреева,realtor,https://krasnogorsk.cian.ru/sale/flat/268625423/,Красногорск,sale,flat,8,21,2,65.3,13500000.0,,Павшинская ,2,Павшино,Павшинский,,
Сергей Сергеев,realtor,https://krasnogorsk.cian.ru/sale/flat/308302086/,Красногорск,sale,flat,24,44,2,55.0,13475000.0,, Авангардная,10,Пенягино,ART,,
ИП Шакарян Э.А.,real_estate_agent,https://krasnogorsk.cian.ru/sale/flat/306633467/,Красногорск,sale,flat,2,27,2,52.9,13400000.0,, Молодежная,4,Пенягино,Молодежный (Красногорск),,
НДВ,real_estate_agent,https://krasnogorsk.cian.ru/sale/flat/306504815/,Красногорск,sale,flat,11,17,2,51.5,13500000.0,,бульвар Павшинский,12,Пенягино,,,
Самолет Плюс,real_estate_agent,https://krasnogorsk.cian.ru/sale/flat/308439847/,Красногорск,sale,flat,4,31,2,49.12,13490000.0,,,к13,Строгино,Спутник ЖК,,
Самолет Плюс,real_estate_agent,https://krasnogorsk.cian.ru/sale/flat/306781458/,Красногорск,sale,flat,18,31,2,55.85,13500000.0,,,к13,Липовая Роща,Спутник ЖК,,
Валентина Лысова,realtor,https://krasnogorsk.cian.ru/sale/flat/295540703/,Красногорск,sale,flat,3,17,2,70.0,13500000.0,,бульвар Павшинский,38,Пенягино,,,
Ольга Руснак,realtor,https://krasnogorsk.cian.ru/sale/flat/305593658/,Красногорск,sale,flat,12,18,2,64.5,13500000.0,,Успенская ,32,Павшино,,,
Руслан Кадиров,realtor,https://krasnogorsk.cian.ru/sale/flat/308362576/,Красногорск,sale,flat,23,35,2,48.0,13500000.0,,,22,Строгино,Спутник ЖК,,
ПРЕЗИДЕНТ РИЭЛТИ,real_estate_agent,https://krasnogorsk.cian.ru/sale/flat/301126141/,Красногорск,sale,flat,4,25,2,65.0,13699000.0,,бульвар Космонавтов,6,Опалиха,Изумрудные холмы,,
ССК Риэлти,real_estate_agent,https://krasnogorsk.cian.ru/sale/flat/306209823/,Красногорск,sale,flat,10,16,2,68.3,13700000.0,,бульвар Павшинский,20,Пенягино,,,
Вертекс,real_estate_agent,https://krasnogorsk.cian.ru/sale/flat/308296416/,Красногорск,sale,flat,5,17,2,64.7,14500000.0,, Пушкинская,21,Красногорская,,,
Ольга Кожемякина,realtor,https://krasnogorsk.cian.ru/sale/flat/306005862/,Красногорск,sale,flat,20,20,2,74.2,14590000.0,,бульвар Подмосковный,12,Пенягино,Павшинская пойма мкр. 2,,
Валерия Сухинина,realtor,https://krasnogorsk.cian.ru/sale/flat/306584953/,Красногорск,sale,flat,7,45,2,43.5,14700000.0,, Авангардная,6,Пенягино,ART,,
Владис,real_estate_agent,https://krasnogorsk.cian.ru/sale/flat/300095675/,Красногорск,sale,flat,2,17,2,72.3,14900000.0,,Парковая ,8,Павшино,Парковые Аллеи,,
Татьяна Селиверстова,realtor,https://krasnogorsk.cian.ru/sale/flat/308044874/,Красногорск,sale,flat,13,23,2,74.2,14800000.0,, Спасская,1к2,Пенягино,Спасский Мост,,
МЕЗОН,real_estate_agent,https://krasnogorsk.cian.ru/sale/flat/282766515/,Красногорск,sale,flat,16,18,2,62.0,15000000.0,,Заводская ,18к2,Павшино,мкрн. Южный (Ул. Заводская корп. 31),,
Анна Кислюк,realtor,https://krasnogorsk.cian.ru/sale/flat/307748589/,Красногорск,sale,flat,3,26,2,65.0,14990000.0,,бульвар Красногорский,10,Пенягино,,,
Этажи Москва,real_estate_agent,https://krasnogorsk.cian.ru/sale/flat/307063642/,Красногорск,sale,flat,14,17,2,73.2,15100000.0,,бульвар Павшинский,11,Пенягино,,,
Елена Реукова,realtor,https://krasnogorsk.cian.ru/sale/flat/306770877/,Красногорск,sale,flat,5,25,2,71.8,15300000.0,,бульвар Космонавтов,12,Опалиха,Изумрудные холмы,,
МИЦ-Столичный ипотечный центр недвижимости,real_estate_agent,https://krasnogorsk.cian.ru/sale/flat/297249479/,Красногорск,sale,flat,4,18,1,46.0,15400000.0,,бульвар Красногорский,23к3,Мякинино,Спасский Мост,,
ГОД-Риэлти,real_estate_agent,https://krasnogorsk.cian.ru/sale/flat/306815347/,Красногорск,sale,flat,11,20,2,60.0,15300000.0,,бульвар Красногорский,48,Волоколамская,Павшинская пойма мкрн. 4,,
Алексей Зубинов,realtor,https://krasnogorsk.cian.ru/sale/flat/298952982/,Красногорск,sale,flat,2,25,2,57.7,15500000.0,,бульвар Красногорский,34,Мякинино,Павшинская пойма мкрн. 4,,
Адреса,real_estate_agent,https://krasnogorsk.cian.ru/sale/flat/280688223/,Красногорск,sale,flat,14,24,2,72.0,15600000.0,, Игоря Мерлушкина,6,Аникеевка,Изумрудные холмы,,
Наталья Сысоева,realtor,https://krasnogorsk.cian.ru/sale/flat/295043922/,Красногорск,sale,flat,17,17,1,60.0,15800000.0,,бульвар Красногорский,14,Пенягино,Павшинская пойма мкрн. 4,,
ГОРОБМЕН,real_estate_agent,https://krasnogorsk.cian.ru/sale/flat/307533923/,Красногорск,sale,flat,17,17,2,65.4,15750000.0,, Спасская,1к3,Пенягино,Спасский Мост,,
ИНКОМ-Недвижимость,real_estate_agent,https://krasnogorsk.cian.ru/sale/flat/304187617/,Красногорск,sale,flat,24,25,2,71.0,15800000.0,,бульвар Космонавтов,13,Опалиха,Изумрудные холмы,,
Анна Кислюк,realtor,https://krasnogorsk.cian.ru/sale/flat/303391368/,Красногорск,sale,flat,8,17,2,60.9,15800000.0,,бульвар Павшинский,4,Пенягино,,,
Татьяна Амелина,realtor,https://krasnogorsk.cian.ru/sale/flat/305464527/,Красногорск,sale,flat,5,19,2,70.0,15800000.0,, Спасская,1к3,Пенягино,Спасский Мост,,
Простор-недвижимость,real_estate_agent,https://krasnogorsk.cian.ru/sale/flat/308798713/,Красногорск,sale,flat,11,19,2,64.3,16000000.0,,Речная ,20к2,Митино,Красногорская Ривьера,,
ЕГСН Продажа,real_estate_agent,https://krasnogorsk.cian.ru/sale/flat/283349818/,Красногорск,sale,flat,2,22,2,70.0,16000000.0,,бульвар Подмосковный,12,Липовая Роща,Павшинская пойма мкр. 2,,
Недвижимость - Ближнее Переделкино,real_estate_agent,https://krasnogorsk.cian.ru/sale/flat/301134376/,Красногорск,sale,flat,8,15,2,70.5,15900000.0,,Ильинское шоссе,6,Павшино,,,
Марина Кондрикова,realtor,https://krasnogorsk.cian.ru/sale/flat/304340768/,Красногорск,sale,flat,14,25,2,72.0,16000000.0,, Спасская,1к1,Пенягино,Спасский Мост,,
Андрей Зарубин,realtor,https://krasnogorsk.cian.ru/sale/flat/302169847/,Красногорск,sale,flat,4,32,2,62.4,16000000.0,, Липовой Рощи,6к2,Мякинино,Sky Sputnik,,
МОЯ СТОЛИЦА,real_estate_agent,https://krasnogorsk.cian.ru/sale/flat/307090698/,Красногорск,sale,flat,36,45,2,43.0,16250000.0,, Авангардная,2,Пенягино,ART,,
Сергей Стахов,realtor,https://krasnogorsk.cian.ru/sale/flat/307336564/,Красногорск,sale,flat,21,22,2,74.0,16250000.0,,бульвар Ильинский,8,Пенягино,,,
Геометрия,real_estate_agent,https://krasnogorsk.cian.ru/sale/flat/301310398/,Красногорск,sale,flat,4,17,2,60.3,16500000.0,,бульвар Красногорский,19,Липовая Роща,,,
ИНКОМ-Недвижимость,real_estate_agent,https://krasnogorsk.cian.ru/sale/flat/308766058/,Красногорск,sale,flat,5,22,2,70.8,16500000.0,,бульвар Ильинский,8,Пенягино,,,
Юрий Васильев,realtor,https://krasnogorsk.cian.ru/sale/flat/301756781/,Красногорск,sale,flat,4,25,2,81.5,16500000.0,,Ильинское шоссе,18,Павшино,Ильинский парк,,
МИЭЛЬ,real_estate_agent,https://krasnogorsk.cian.ru/sale/flat/304691254/,Красногорск,sale,flat,3,17,2,68.0,16500000.0,, Спасская,1к3,Пенягино,Спасский Мост,,
Яна Котова,realtor,https://krasnogorsk.cian.ru/sale/flat/305071019/,Красногорск,sale,flat,14,19,2,68.0,16500000.0,,Речная ,20к2,Митино,Красногорская Ривьера,,
Елена Сот,realtor,https://krasnogorsk.cian.ru/sale/flat/269412851/,Красногорск,sale,flat,17,20,2,60.0,16700000.0,,бульвар Красногорский,50,Волоколамская,Павшинская пойма мкрн. 4,,
ID 12915847,homeowner,https://krasnogorsk.cian.ru/sale/flat/304970891/,Красногорск,sale,flat,1,8,2,41.1,16700000.0,, Пришвина,15,Опалиха,Опалиха О3,,
ИНКОМ-Недвижимость,real_estate_agent,https://krasnogorsk.cian.ru/sale/flat/306660424/,Красногорск,sale,flat,9,25,2,63.0,16990000.0,,Вокзальная ,17А,Павшино,Красногорские ключи,,
Роман Тихомиров,realtor,https://krasnogorsk.cian.ru/sale/flat/306845867/,Красногорск,sale,flat,14,25,2,88.4,17100000.0,,бульвар Красногорский,9,Пенягино,,,
Александр Глухов,realtor,https://krasnogorsk.cian.ru/sale/flat/307981174/,Красногорск,sale,flat,26,29,2,59.0,17500000.0,,бульвар Красногорский,23к2,Волоколамская,Спасский Мост,,
Простор-недвижимость,real_estate_agent,https://krasnogorsk.cian.ru/sale/flat/303910563/,Красногорск,sale,flat,10,25,2,91.3,17790000.0,,бульвар Красногорский,9,Пенягино,,,
EstateLiga,real_estate_agent,https://krasnogorsk.cian.ru/sale/flat/303071864/,Красногорск,sale,flat,33,33,1,41.5,18000000.0,, Липовой Рощи,1к3,Липовая Роща,Sky Sputnik,,
Владис,real_estate_agent,https://krasnogorsk.cian.ru/sale/flat/305017455/,Красногорск,sale,flat,4,17,2,78.2,17900000.0,,бульвар Красногорский,14,Пенягино,Павшинская пойма мкрн. 4,,
Ольга Ханис,realtor,https://krasnogorsk.cian.ru/sale/flat/305467405/,Красногорск,sale,flat,12,19,2,68.0,18000000.0,, Спасская,1к3,Пенягино,Спасский Мост,,
